GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AOM001,AOM002,AOM003,AOM004,AOM005,AOM006,AOM007,AOM008,AOF001
"G4802170","1880","Texas","480","Hill","2170","Hill",0,7,122,688,533,819,56,34,697487
"G4802190","1880","Texas","480","Hockley","2190","Hockley",0,0,0,0,0,0,0,0,0
"G4802210","1880","Texas","480","Hood","2210","Hood",0,17,75,165,113,349,35,16,164638
"G4802230","1880","Texas","480","Hopkins","2230","Hopkins",0,48,220,402,503,937,41,8,650738
"G4802250","1880","Texas","480","Houston","2250","Houston",0,21,115,190,264,985,84,39,678963
"G4802270","1880","Texas","480","Howard","2270","Howard",0,0,0,0,0,0,0,0,0
"G4802310","1880","Texas","480","Hunt","2310","Hunt",0,49,279,634,614,947,55,21,892298
"G4802330","1880","Texas","480","Hutchinson","2330","Hutchinson",0,0,0,0,0,0,0,0,0
"G4802370","1880","Texas","480","Jack","2370","Jack",0,7,6,37,129,734,24,8,231186
"G4802390","1880","Texas","480","Jackson","2390","Jackson",0,19,21,47,22,107,31,41,163705
"G4802410","1880","Texas","480","Jasper","2410","Jasper",0,22,73,94,74,294,32,17,182320
"G4802450","1880","Texas","480","Jefferson","2450","Jefferson",0,20,17,28,21,57,8,12,32695
"G4802510","1880","Texas","480","Johnson","2510","Johnson",0,24,137,809,686,858,40,12,1181425
"G4802530","1880","Texas","480","Jones","2530","Jones",0,0,0,0,1,20,3,0,4825
"G4802550","1880","Texas","480","Karnes","2550","Karnes",1,19,24,55,44,182,40,50,40997
"G4802570","1880","Texas","480","Kaufman","2570","Kaufman",0,33,66,302,394,725,53,21,852956
"G4802590","1880","Texas","480","Kendall","2590","Kendall",1,10,24,52,64,204,35,29,44775
"G4802630","1880","Texas","480","Kent","2630","Kent",0,0,0,0,0,0,0,0,0
"G4802650","1880","Texas","480","Kerr","2650","Kerr",0,6,9,27,28,170,32,17,25776
"G4802670","1880","Texas","480","Kimble","2670","Kimble",0,5,8,6,3,50,8,3,6950
"G4802690","1880","Texas","480","King","2690","King",0,0,0,0,0,0,0,0,0
"G4802710","1880","Texas","480","Kinney","2710","Kinney",0,5,7,45,2,25,0,4,8753
"G4802750","1880","Texas","480","Knox","2750","Knox",0,0,0,2,1,0,0,0,350
"G4802770","1880","Texas","480","Lamar","2770","Lamar",0,39,447,969,679,849,48,22,1603426
"G4802790","1880","Texas","480","Lamb","2790","Lamb",0,0,0,0,0,0,0,0,0
"G4802810","1880","Texas","480","Lampasas","2810","Lampasas",0,8,14,64,56,449,25,10,88229
"G4802830","1880","Texas","480","La Salle","2830","La Salle",0,0,5,1,0,12,2,13,113097
"G4802850","1880","Texas","480","Lavaca","2850","Lavaca",0,13,144,477,337,838,72,44,776436
"G4802870","1880","Texas","480","Lee","2870","Lee",1,7,60,125,179,672,38,13,347301
"G4802890","1880","Texas","480","Leon","2890","Leon",0,10,112,346,237,896,96,21,525695
"G4802910","1880","Texas","480","Liberty","2910","Liberty",0,44,132,122,62,155,24,18,139062
"G4802930","1880","Texas","480","Limestone","2930","Limestone",1,22,108,395,328,592,48,27,679098
"G4802950","1880","Texas","480","Lipscomb","2950","Lipscomb",0,4,0,0,0,0,0,0,450
"G4802970","1880","Texas","480","Live Oak","2970","Live Oak",0,17,25,17,5,43,27,37,11334
"G4802990","1880","Texas","480","Llano","2990","Llano",0,16,67,95,51,312,60,18,76990
"G4803030","1880","Texas","480","Lubbock","3030","Lubbock",0,0,0,0,0,0,0,0,0
"G4803050","1880","Texas","480","Lynn","3050","Lynn",0,0,0,0,0,0,0,0,0
"G4803070","1880","Texas","480","McCulloch","3070","Mcculloch",0,1,7,9,7,56,6,1,6623
"G4803090","1880","Texas","480","McLennan","3090","Mclennan",0,76,320,1103,627,1005,87,38,1155625
"G4803110","1880","Texas","480","McMullen","3110","Mcmullen",0,1,1,1,1,6,4,15,12088
"G4803130","1880","Texas","480","Madison","3130","Madison",0,6,13,33,81,321,21,13,165886
"G4803150","1880","Texas","480","Marion","3150","Marion",0,36,137,386,176,280,31,14,434975
"G4803170","1880","Texas","480","Martin","3170","Martin",0,0,0,0,0,0,0,0,0
"G4803190","1880","Texas","480","Mason","3190","Mason",0,5,4,9,23,187,34,48,72978
"G4803210","1880","Texas","480","Matagorda","3210","Matagorda",0,11,20,47,38,76,27,26,164735
"G4803230","1880","Texas","480","Maverick","3230","Maverick",0,2,11,3,1,5,6,2,107939
"G4803250","1880","Texas","480","Medina","3250","Medina",0,2,15,94,95,276,41,51,68702
"G4803270","1880","Texas","480","Menard","3270","Menard",0,0,0,0,0,21,8,7,5805
"G4803310","1880","Texas","480","Milam","3310","Milam",2,27,190,597,413,892,67,31,850976
"G4803350","1880","Texas","480","Mitchell","3350","Mitchell",0,0,0,0,0,0,0,0,0
"G4803370","1880","Texas","480","Montague","3370","Montague",1,14,63,134,237,836,15,6,325001
"G4803390","1880","Texas","480","Montgomery","3390","Montgomery",0,37,198,403,172,316,30,28,314536
"G4803410","1880","Texas","480","Moore","3410","Moore",0,0,0,0,0,0,0,0,0
"G4803430","1880","Texas","480","Morris","3430","Morris",0,17,150,196,68,232,31,16,299017
"G4803450","1880","Texas","480","Motley","3450","Motley",0,0,0,0,0,0,0,0,0
"G4803470","1880","Texas","480","Nacogdoches","3470","Nacogdoches",1,25,204,243,173,862,75,61,429793
"G4803490","1880","Texas","480","Navarro","3490","Navarro",0,36,247,947,638,832,73,20,977858
"G4803510","1880","Texas","480","Newton","3510","Newton",0,34,49,44,49,334,33,20,137333
"G4803530","1880","Texas","480","Nolan","3530","Nolan",0,12,19,20,1,0,0,0,10075
"G4803550","1880","Texas","480","Nueces","3550","Nueces",0,24,22,15,13,35,14,52,74908
"G4803570","1880","Texas","480","Ochiltree","3570","Ochiltree",0,0,0,0,0,0,0,0,0
"G4803590","1880","Texas","480","Oldham","3590","Oldham",0,0,0,0,0,0,0,0,0
"G4803610","1880","Texas","480","Orange","3610","Orange",0,9,14,8,31,67,10,2,29170
"G4803630","1880","Texas","480","Palo Pinto","3630","Palo Pinto",0,10,23,88,84,410,21,12,180122
"G4803650","1880","Texas","480","Panola","3650","Panola",0,32,154,427,244,719,65,29,681182
"G4803670","1880","Texas","480","Parker","3670","Parker",0,27,118,270,287,1131,24,8,478482
"G4803690","1880","Texas","480","Parmer","3690","Parmer",0,0,0,0,0,0,0,0,0
"G4803710","1880","Texas","480","Pecos","3710","Pecos",0,69,45,25,1,8,0,2,38720
"G4803730","1880","Texas","480","Polk","3730","Polk",0,38,95,131,67,390,28,13,288909
"G4803750","1880","Texas","480","Potter","3750","Potter",0,0,0,0,0,0,0,3,4800
"G4803770","1880","Texas","480","Presidio","3770","Presidio",0,0,0,3,5,12,5,3,113395
"G4803790","1880","Texas","480","Rains","3790","Rains",0,0,51,100,115,212,15,2,170118
"G4803810","1880","Texas","480","Randall","3810","Randall",0,0,0,0,0,0,0,0,0
"G4803870","1880","Texas","480","Red River","3870","Red River",0,38,387,654,309,784,53,29,1166760
"G4803910","1880","Texas","480","Refugio","3910","Refugio",0,5,15,16,5,34,13,32,84130
"G4803930","1880","Texas","480","Roberts","3930","Roberts",0,0,0,0,0,0,0,0,0
"G4803950","1880","Texas","480","Robertson","3950","Robertson",0,36,355,1097,428,466,38,34,1231735
"G4803970","1880","Texas","480","Rockwall","3970","Rockwall",0,4,30,203,132,143,9,5,200790
"G4803990","1880","Texas","480","Runnels","3990","Runnels",0,0,0,0,0,0,0,0,0
"G4804010","1880","Texas","480","Rusk","4010","Rusk",0,18,117,517,348,1147,90,19,843261
"G4804030","1880","Texas","480","Sabine","4030","Sabine",0,12,142,131,54,235,26,11,153191
"G4804050","1880","Texas","480","San Augustine","4050","San Augustine",0,12,43,78,107,384,39,18,193929
"G4804070","1880","Texas","480","San Jacinto","4070","San Jacinto",0,21,195,200,53,148,28,23,362048
"G4804090","1880","Texas","480","San Patricio","4090","San Patricio",0,1,2,4,5,17,3,4,30460
"G4804110","1880","Texas","480","San Saba","4110","San Saba",0,5,37,90,51,368,57,24,76990
"G4804150","1880","Texas","480","Scurry","4150","Scurry",0,0,0,0,0,0,0,0,0
"G4804170","1880","Texas","480","Shackelford","4170","Shackelford",0,2,0,0,7,67,3,2,9946
"G4804190","1880","Texas","480","Shelby","4190","Shelby",0,20,181,139,149,802,65,44,464613
"G4804210","1880","Texas","480","Sherman","4210","Sherman",0,0,0,0,0,0,0,0,0
"G4804230","1880","Texas","480","Smith","4230","Smith",0,17,152,590,460,1036,98,22,1134876
"G4804250","1880","Texas","480","Somervell","4250","Somervell",0,2,18,28,37,180,10,7,104045
"G4804270","1880","Texas","480","Starr","4270","Starr",0,40,5,3,3,24,10,47,21490
"G4804290","1880","Texas","480","Stephens","4290","Stephens",0,3,17,35,91,412,4,5,45345
"G4804330","1880","Texas","480","Stonewall","4330","Stonewall",0,0,0,0,0,0,0,0,0
"G4804370","1880","Texas","480","Swisher","4370","Swisher",0,0,0,0,0,0,0,0,0
"G4804390","1880","Texas","480","Tarrant","4390","Tarrant",0,58,322,706,614,994,68,29,1383009
"G4804410","1880","Texas","480","Taylor","4410","Taylor",0,16,8,6,9,65,1,2,4185
"G4804450","1880","Texas","480","Terry","4450","Terry",0,0,0,0,0,0,0,0,0
"G4804470","1880","Texas","480","Throckmorton","4470","Throckmorton",0,1,4,6,2,52,1,2,8766
"G4804490","1880","Texas","480","Titus","4490","Titus",0,13,219,218,160,411,22,10,405424
"G4804510","1880","Texas","480","Tom Green","4510","Tom Green",0,0,0,0,0,2,1,0,15583
"G4804530","1880","Texas","480","Travis","4530","Travis",0,37,90,574,467,640,74,30,958528
"G4804550","1880","Texas","480","Trinity","4550","Trinity",0,11,29,47,119,363,37,16,208967
"G4804570","1880","Texas","480","Tyler","4570","Tyler",3,64,229,130,73,355,24,18,249689
"G4804590","1880","Texas","480","Upshur","4590","Upshur",0,9,86,180,250,760,42,7,577995
"G4804630","1880","Texas","480","Uvalde","4630","Uvalde",0,3,9,4,8,47,16,25,110563
"G4804670","1880","Texas","480","Van Zandt","4670","Van Zandt",0,10,81,224,340,900,37,15,500623
"G4804690","1880","Texas","480","Victoria","4690","Victoria",0,20,32,94,31,127,38,38,123053
"G4804710","1880","Texas","480","Walker","4710","Walker",0,72,300,435,137,377,39,36,464628
"G4804730","1880","Texas","480","Waller","4730","Waller",0,10,71,167,112,195,25,16,311985
"G4804770","1880","Texas","480","Washington","4770","Washington",1,38,386,1756,467,678,58,29,1403013
"G4804790","1880","Texas","480","Webb","4790","Webb",0,14,3,3,3,8,2,13,128492
"G4804810","1880","Texas","480","Wharton","4810","Wharton",0,12,95,242,59,76,15,22,300324
"G4804830","1880","Texas","480","Wheeler","4830","Wheeler",0,0,0,0,0,0,0,0,0
"G4804850","1880","Texas","480","Wichita","4850","Wichita",0,0,0,4,10,46,0,0,12625
"G4804870","1880","Texas","480","Wilbarger","4870","Wilbarger",0,0,0,0,0,30,0,0,2350
"G4804910","1880","Texas","480","Williamson","4910","Williamson",1,16,70,170,245,867,111,58,436853
"G4804930","1880","Texas","480","Wilson","4930","Wilson",0,63,57,130,132,385,34,32,144414
"G4804970","1880","Texas","480","Wise","4970","Wise",0,26,120,360,562,1102,28,11,627472
"G4804990","1880","Texas","480","Wood","4990","Wood",0,21,177,286,291,580,34,15,614090
"G4805010","1880","Texas","480","Yoakum","5010","Yoakum",0,0,0,0,0,0,0,0,0
"G4805030","1880","Texas","480","Young","5030","Young",0,1,8,19,65,346,21,3,120423
"G4805050","1880","Texas","480","Zapata","5050","Zapata",0,10,21,4,0,18,18,72,51365
"G4805070","1880","Texas","480","Zavala","5070","Zavala",0,0,0,7,1,6,2,5,12471
"G4950015","1880","Utah Territory","495","Beaver","0015","Beaver",0,18,32,75,41,44,1,0,99987
"G4950035","1880","Utah Territory","495","Box Elder","0035","Box Elder",0,10,36,144,163,180,0,0,176288
"G4950055","1880","Utah Territory","495","Cache","0055","Cache",0,25,94,365,243,263,4,4,290150
"G4950115","1880","Utah Territory","495","Davis","0115","Davis",0,13,60,195,155,131,6,0,243327
"G4950155","1880","Utah Territory","495","Emery","0155","Emery",0,3,2,8,11,60,0,0,10186
"G4950295","1880","Utah Territory","495","Iron","0295","Iron",0,3,35,126,30,20,2,1,108889
"G4950315","1880","Utah Territory","495","Juab","0315","Juab",0,9,27,73,35,41,0,0,35489
"G4950335","1880","Utah Territory","495","Kane","0335","Kane",1,47,86,56,14,7,3,0,118564
"G4950375","1880","Utah Territory","495","Millard","0375","Millard",0,2,37,91,58,47,0,0,52911
"G4950395","1880","Utah Territory","495","Morgan","0395","Morgan",0,7,26,90,35,23,0,1,32601
"G4950415","1880","Utah Territory","495","Piute","0415","Piute",0,1,7,28,17,81,0,0,20700
"G4950435","1880","Utah Territory","495","Rich","0435","Rich",0,4,8,39,37,60,4,1,32668
"G4950495","1880","Utah Territory","495","Salt Lake","0495","Salt Lake",1,71,180,383,180,146,0,0,453261
"G4950515","1880","Utah Territory","495","San Juan","0515","San Juan",0,0,7,17,4,3,0,0,4652
"G4950535","1880","Utah Territory","495","Sanpete","0535","Sanpete",1,35,179,493,172,135,0,0,288675
"G4950555","1880","Utah Territory","495","Sevier","0555","Sevier",0,5,56,211,97,60,0,0,147300
"G4950595","1880","Utah Territory","495","Summit","0595","Summit",0,9,21,107,61,97,3,0,101754
"G4950615","1880","Utah Territory","495","Tooele","0615","Tooele",15,16,41,86,64,81,1,0,92490
"G4950635","1880","Utah Territory","495","Uintah","0635","Uintah",0,0,3,4,0,0,0,0,2150
"G4950675","1880","Utah Territory","495","Utah","0675","Utah",0,74,165,564,283,226,8,1,487432
"G4950715","1880","Utah Territory","495","Wasatch","0715","Wasatch",0,13,40,127,109,50,0,0,97690
"G4950735","1880","Utah Territory","495","Washington","0735","Washington",0,15,71,74,17,15,1,0,86453
"G4950755","1880","Utah Territory","495","Weber","0755","Weber",0,36,100,332,230,146,3,1,353793
"G5000010","1880","Vermont","500","Addison","0010","Addison",2,137,141,316,580,1573,53,12,2050086
"G5000030","1880","Vermont","500","Bennington","0030","Bennington",0,53,66,190,316,945,52,11,994123
"G5000050","1880","Vermont","500","Caledonia","0050","Caledonia",0,97,130,295,643,1590,26,6,1683649
"G5000070","1880","Vermont","500","Chittenden","0070","Chittenden",0,150,169,315,491,1167,50,11,1827591
"G5000090","1880","Vermont","500","Essex","0090","Essex",0,8,15,46,168,464,43,8,424526
"G5000110","1880","Vermont","500","Franklin","0110","Franklin",0,133,169,294,465,1436,76,8,2449507
"G5000130","1880","Vermont","500","Grand Isle","0130","Grand Isle",0,45,33,92,113,219,4,0,336560
"G5000150","1880","Vermont","500","Lamoille","0150","Lamoille",0,44,67,204,444,952,22,4,974931
"G5000170","1880","Vermont","500","Orange","0170","Orange",0,128,182,364,740,2009,34,3,1897523
"G5000190","1880","Vermont","500","Orleans","0190","Orleans",0,78,115,310,795,1568,25,7,1817065
"G5000210","1880","Vermont","500","Rutland","0210","Rutland",0,155,176,358,604,1690,95,15,2095392
"G5000230","1880","Vermont","500","Washington","0230","Washington",1,134,169,359,742,1785,30,9,1819724
"G5000250","1880","Vermont","500","Windham","0250","Windham",2,141,127,386,680,1848,37,3,1484328
"G5000270","1880","Vermont","500","Windsor","0270","Windsor",0,185,208,444,1041,2539,38,0,2227651
"G5100010","1880","Virginia","510","Accomack","0010","Accomack",0,139,215,612,610,553,12,4,683962
"G5100030","1880","Virginia","510","Albemarle","0030","Albemarle",1,186,208,259,254,994,151,46,888983
"G5100035","1880","Virginia","510","Alexandria","0035","Alexandria",0,101,73,76,37,37,1,0,137948
"G5100050","1880","Virginia","510","Alleghany","0050","Alleghany",0,1,4,16,48,221,34,20,113415
"G5100070","1880","Virginia","510","Amelia","0070","Amelia",0,31,113,227,163,403,81,20,310995
"G5100090","1880","Virginia","510","Amherst","0090","Amherst",3,52,110,299,347,809,46,13,629522
"G5100110","1880","Virginia","510","Appomattox","0110","Appomattox",0,66,100,135,144,494,47,13,323576
"G5100150","1880","Virginia","510","Augusta","0150","Augusta",8,146,145,247,443,1249,94,25,1377695
"G5100170","1880","Virginia","510","Bath","0170","Bath",1,19,14,29,44,195,56,39,127549
"G5100190","1880","Virginia","510","Bedford","0190","Bedford",2,74,177,374,556,1492,89,13,1126671
"G5100210","1880","Virginia","510","Bland","0210","Bland",0,12,27,64,119,305,32,25,140547
"G5100230","1880","Virginia","510","Botetourt","0230","Botetourt",0,10,35,83,196,617,50,6,414368
"G5100250","1880","Virginia","510","Brunswick","0250","Brunswick",0,18,94,239,206,731,131,34,483744
"G5100270","1880","Virginia","510","Buchanan","0270","Buchanan",0,13,10,65,155,550,86,47,151211
"G5100290","1880","Virginia","510","Buckingham","0290","Buckingham",4,253,191,289,236,564,99,32,361525
"G5100310","1880","Virginia","510","Campbell","0310","Campbell",0,28,83,169,220,785,97,25,709786
"G5100330","1880","Virginia","510","Caroline","0330","Caroline",1,93,165,304,237,732,97,25,498265
"G5100350","1880","Virginia","510","Carroll","0350","Carroll",0,35,45,201,465,873,51,15,309906
"G5100360","1880","Virginia","510","Charles City","0360","Charles City",0,84,86,97,68,178,44,7,153382
"G5100370","1880","Virginia","510","Charlotte","0370","Charlotte",0,12,27,112,198,608,84,17,631333
"G5100410","1880","Virginia","510","Chesterfield","0410","Chesterfield",1,261,243,290,260,626,63,9,488193
"G5100430","1880","Virginia","510","Clarke","0430","Clarke",2,26,9,31,46,328,28,3,486515
"G5100450","1880","Virginia","510","Craig","0450","Craig",0,11,26,61,87,266,29,13,102337
"G5100470","1880","Virginia","510","Culpeper","0470","Culpeper",1,144,122,147,136,530,91,15,452399
"G5100490","1880","Virginia","510","Cumberland","0490","Cumberland",0,17,51,102,81,376,73,7,364228
"G5100530","1880","Virginia","510","Dinwiddie","0530","Dinwiddie",0,49,113,249,333,771,81,25,468963
"G5100550","1880","Virginia","510","Elizabeth City","0550","Elizabeth City",0,132,89,78,59,80,4,1,141858
"G5100570","1880","Virginia","510","Essex","0570","Essex",0,126,179,211,139,335,57,16,342573
"G5100590","1880","Virginia","510","Fairfax","0590","Fairfax",0,152,156,271,320,636,29,8,966908
"G5100610","1880","Virginia","510","Fauquier","0610","Fauquier",0,72,114,228,227,884,170,45,1020980
"G5100630","1880","Virginia","510","Floyd","0630","Floyd",0,10,48,214,458,767,40,4,561935
"G5100650","1880","Virginia","510","Fluvanna","0650","Fluvanna",0,15,58,131,144,471,23,9,299359
"G5100670","1880","Virginia","510","Franklin","0670","Franklin",2,30,61,290,594,1358,71,9,830548
"G5100690","1880","Virginia","510","Frederick","0690","Frederick",3,89,82,150,229,823,58,3,702002
"G5100710","1880","Virginia","510","Giles","0710","Giles",1,63,61,81,97,338,51,24,229618
"G5100730","1880","Virginia","510","Gloucester","0730","Gloucester",2,52,109,165,143,241,62,9,230213
"G5100750","1880","Virginia","510","Goochland","0750","Goochland",1,83,127,199,157,421,35,18,272639
"G5100770","1880","Virginia","510","Grayson","0770","Grayson",0,17,51,209,370,765,49,16,328142
"G5100790","1880","Virginia","510","Greene","0790","Greene",0,20,19,99,116,294,16,1,166473
"G5100810","1880","Virginia","510","Greensville","0810","Greensville",1,14,61,252,142,345,52,14,375818
"G5100830","1880","Virginia","510","Halifax","0830","Halifax",3,42,110,344,516,1289,131,28,1419922
"G5100850","1880","Virginia","510","Hanover","0850","Hanover",1,102,169,280,297,711,67,21,576287
"G5100870","1880","Virginia","510","Henrico","0870","Henrico",0,106,146,276,211,364,21,6,467943
"G5100890","1880","Virginia","510","Henry","0890","Henry",0,27,60,276,335,651,39,8,643424
